No,Type,Group,Word Template,Template Page No,{{ substation.name_erms }},{{ substation.time }},{{ substation.date }},{{ substation.ambient }},{{ substation.humidity }},{{ swg.area }},{{ panel.linknumber }},{{ panel.name }},{{ panel.cabletype }},{{ panel.breakerstatus }},{{ panel.busbarposition }},{{ panel.loadamp }},{{ panel.heateramp }},{{ swg.serialnumber }},{{ swg.manufacturer }},{{ swg.type }},{{ swg.rating }},{{ swg.model }},{{ tx1.manufacturer }},{{ tx1.model }},{{ tx1.rating }},{{ tx1.serialnumber }},{{ tx2.manufacturer }},{{ tx2.model }},{{ tx2.rating }},{{ tx2.serialnumber }},{{ fp1.manufacturer }},{{ fp1.model }},{{ fp1.rating }},{{ fp1.serialnumber }},{{ fp1.labelsource }},{{ fp2.manufacturer }},{{ fp2.model }},{{ fp2.rating }},{{ fp2.serialnumber }},{{ fp2.labelsource }},{{ batt1.manufacturer }},{{ batt1.model }},{{ batt1.serialnumber }},{{ batt2.manufacturer }},{{ batt2.model }},{{ batt2.serialnumber }},{{ batt3.manufacturer }},{{ batt3.model }},{{ batt3.serialnumber }},{{ batt4.manufacturer }},{{ batt4.model }},{{ batt4.serialnumber }},Field Overrides,Output File Name,Attribute,Folder,Image File Name
6,Overview,1,01. swg-overview.docx,6,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW SIDE (RHS),-,-,-,-,-,-,-,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page6,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,11.jpg
6,Overview,1,01. swg-overview.docx,6,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,OVERVIEW SIDE (RHS),-,-,-,-,-,-,-,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page6,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,12.jpg
7,Panel1,1,02. swg-panel.docx,7,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00347,KTRS TNB,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page7,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,13.jpg
7,Panel1,1,02. swg-panel.docx,7,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00347,KTRS TNB,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page7,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,14.jpg
8,Panel1,1,02. swg-panel.docx,8,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00347,KTRS TNB,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page8,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,15.jpg
8,Panel1,1,02. swg-panel.docx,8,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00347,KTRS TNB,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page8,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,16.jpg
9,Panel2,1,02. swg-panel.docx,9,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00346,LOJI AIR,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page9,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,17.jpg
9,Panel2,1,02. swg-panel.docx,9,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00346,LOJI AIR,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page9,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,18.jpg
10,Panel2,1,02. swg-panel.docx,10,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00346,LOJI AIR,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page10,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,19.jpg
10,Panel2,1,02. swg-panel.docx,10,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00346,LOJI AIR,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page10,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,20.jpg
11,Panel3,1,02. swg-panel.docx,11,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00345,SSU HABU,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page11,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,21.jpg
11,Panel3,1,02. swg-panel.docx,11,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,CCH00345,SSU HABU,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page11,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,22.jpg
12,Panel3,1,02. swg-panel.docx,12,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00345,SSU HABU,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page12,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,23.jpg
12,Panel3,1,02. swg-panel.docx,12,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,CCH00345,SSU HABU,XLPE,CLOSE,-,-,-,B971569,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page12,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,24.jpg
13,Panel4,2,02. swg-panel.docx,13,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page13,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,25.jpg
13,Panel4,2,02. swg-panel.docx,13,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page13,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,26.jpg
14,Panel4,2,02. swg-panel.docx,14,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page14,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,27.jpg
14,Panel4,2,02. swg-panel.docx,14,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page14,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,28.jpg
15,Panel5,2,02. swg-panel.docx,15,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page15,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,29.jpg
15,Panel5,2,02. swg-panel.docx,15,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page15,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,30.jpg
16,Panel5,2,02. swg-panel.docx,16,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page16,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,31.jpg
16,Panel5,2,02. swg-panel.docx,16,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page16,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,32.jpg
17,Panel6,2,02. swg-panel.docx,17,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page17,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,33.jpg
17,Panel6,2,02. swg-panel.docx,17,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page17,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,34.jpg
18,Panel6,2,02. swg-panel.docx,18,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page18,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,35.jpg
18,Panel6,2,02. swg-panel.docx,18,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page18,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,36.jpg
19,Panel7,2,02. swg-panel.docx,19,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page19,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,37.jpg
19,Panel7,2,02. swg-panel.docx,19,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page19,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,38.jpg
20,Panel7,2,02. swg-panel.docx,20,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page20,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,39.jpg
20,Panel7,2,02. swg-panel.docx,20,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page20,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,40.jpg
21,Panel8,2,02. swg-panel.docx,21,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page21,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,41.jpg
21,Panel8,2,02. swg-panel.docx,21,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page21,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,42.jpg
22,Panel8,2,02. swg-panel.docx,22,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page22,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,43.jpg
22,Panel8,2,02. swg-panel.docx,22,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page22,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,44.jpg
23,Panel9,2,02. swg-panel.docx,23,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page23,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,45.jpg
23,Panel9,2,02. swg-panel.docx,23,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page23,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,46.jpg
24,Panel9,2,02. swg-panel.docx,24,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page24,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,47.jpg
24,Panel9,2,02. swg-panel.docx,24,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE ENTRY,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page24,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,48.jpg
25,Panel10,2,02. swg-panel.docx,25,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page25,Visual Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,49.jpg
25,Panel10,2,02. swg-panel.docx,25,S/S LOJI AIR HABU,4:21 pm,01/06/2026,21.2,80,CABLE COMPARTMENT,,,,,,,,,TAMCO,RMU SF6,12kV,FALCON BETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},page25,IR Image Path,C:\Users\aremi\Desktop\REPORT CBM\PO 42289580 - Pahang 11kV SECOND CYCLE AZZAD 2026\RAW MATERIAL\152. SS LOJI AIR HABU (VI)\RAW DATA\IR,50.jpg
